name,email,date,is_partner,company,role_company,donation_frecuency,suscription_status,donation_type,amount,method_pay,donation_date,donation_month
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2012-06-18,6
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2012-07-18,7
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2012-08-18,8
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2012-09-18,9
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2012-10-18,10
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2012-11-18,11
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2012-12-18,12
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2013-01-18,1
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2013-02-18,2
Connie Mcclure,connie.mcclure@gmail.com,2011-10-18,0,Particular,Particular,1,1,1,9035.86,2,2013-03-18,3
Jimmy Johnson,jimmy.johnson@gmail.com,2015-11-17,0,Particular,Particular,1,1,1,3162.55,1,2015-11-17,11
Jimmy Johnson,jimmy.johnson@gmail.com,2015-11-17,0,Particular,Particular,1,1,1,3162.55,1,2015-12-17,12
Jimmy Johnson,jimmy.johnson@gmail.com,2015-11-17,0,Particular,Particular,1,1,1,3162.55,1,2016-01-17,1
Jimmy Johnson,jimmy.johnson@gmail.com,2015-11-17,0,Particular,Particular,1,1,1,3162.55,1,2016-02-17,2
Jimmy Johnson,jimmy.johnson@gmail.com,2015-11-17,0,Particular,Particular,1,1,1,3162.55,1,2016-03-17,3
Jimmy Johnson,jimmy.johnson@gmail.com,2015-11-17,0,Particular,Particular,1,1,1,3162.55,1,2016-04-17,4
Jimmy Johnson,jimmy.johnson@gmail.com,2015-11-17,0,Particular,Particular,1,1,1,3162.55,1,2016-05-17,5
Jimmy Johnson,jimmy.johnson@gmail.com,2015-11-17,0,Particular,Particular,1,1,1,3162.55,1,2016-06-17,6
Micheal Johnson,micheal.johnson@gmail.com,2017-02-28,0,Particular,Particular,1,1,1,1807.17,1,2017-02-28,2
Micheal Johnson,micheal.johnson@gmail.com,2017-02-28,0,Particular,Particular,1,1,1,1807.17,1,2017-03-28,3
Micheal Johnson,micheal.johnson@gmail.com,2017-02-28,0,Particular,Particular,1,1,1,1807.17,1,2017-04-28,4
Micheal Johnson,micheal.johnson@gmail.com,2017-02-28,0,Particular,Particular,1,1,1,1807.17,1,2017-05-28,5
Micheal Johnson,micheal.johnson@gmail.com,2017-02-28,0,Particular,Particular,1,1,1,1807.17,1,2017-06-28,6
Micheal Johnson,micheal.johnson@gmail.com,2017-02-28,0,Particular,Particular,1,1,1,1807.17,1,2017-07-28,7
Micheal Johnson,micheal.johnson@gmail.com,2017-02-28,0,Particular,Particular,1,1,1,1807.17,1,2017-08-28,8
Micheal Johnson,micheal.johnson@gmail.com,2017-02-28,0,Particular,Particular,1,1,1,1807.17,1,2017-09-28,9
Micheal Johnson,micheal.johnson@gmail.com,2017-02-28,0,Particular,Particular,1,1,1,1807.17,1,2017-10-28,10
Micheal Johnson,micheal.johnson@gmail.com,2017-02-28,0,Particular,Particular,1,1,1,1807.17,1,2017-11-28,11
Micheal Johnson,micheal.johnson@gmail.com,2017-02-28,0,Particular,Particular,1,1,1,1807.17,1,2017-12-28,12
Jennifer Stewart MD,jennifer stewart md.@gmail.com,2009-03-30,0,Particular,Particular,1,1,1,903.59,2,2009-03-30,3
Jennifer Stewart MD,jennifer stewart md.@gmail.com,2009-03-30,0,Particular,Particular,1,1,1,903.59,2,2009-04-30,4
Jennifer Stewart MD,jennifer stewart md.@gmail.com,2009-03-30,0,Particular,Particular,1,1,1,903.59,2,2009-05-30,5
Jennifer Stewart MD,jennifer stewart md.@gmail.com,2009-03-30,0,Particular,Particular,1,1,1,903.59,2,2009-06-30,6
Jennifer Stewart MD,jennifer stewart md.@gmail.com,2009-03-30,0,Particular,Particular,1,1,1,903.59,2,2009-07-30,7
Jennifer Stewart MD,jennifer stewart md.@gmail.com,2009-03-30,0,Particular,Particular,1,1,1,903.59,2,2009-08-30,8
Jennifer Stewart MD,jennifer stewart md.@gmail.com,2009-03-30,0,Particular,Particular,1,1,1,903.59,2,2009-09-30,9
Jennifer Stewart MD,jennifer stewart md.@gmail.com,2009-03-30,0,Particular,Particular,1,1,1,903.59,2,2009-10-30,10
Jennifer Stewart MD,jennifer stewart md.@gmail.com,2009-03-30,0,Particular,Particular,1,1,1,903.59,2,2009-11-30,11
Jennifer Stewart MD,jennifer stewart md.@gmail.com,2009-03-30,0,Particular,Particular,1,1,1,903.59,2,2009-12-30,12
Dana Price,dana.price@gmail.com,2023-10-16,0,Particular,Particular,1,1,1,1807.17,1,2023-10-16,10
Dana Price,dana.price@gmail.com,2023-10-16,0,Particular,Particular,1,1,1,1807.17,1,2023-11-16,11
Dana Price,dana.price@gmail.com,2023-10-16,0,Particular,Particular,1,1,1,1807.17,1,2023-12-16,12
Dana Price,dana.price@gmail.com,2023-10-16,0,Particular,Particular,1,1,1,1807.17,1,2024-01-16,1
Dana Price,dana.price@gmail.com,2023-10-16,0,Particular,Particular,1,1,1,1807.17,1,2024-02-16,2
Dana Price,dana.price@gmail.com,2023-10-16,0,Particular,Particular,1,1,1,1807.17,1,2024-03-16,3
Stephanie Smith,stephanie.smith@gmail.com,2013-06-08,0,Particular,Particular,1,1,1,903.59,2,2013-06-08,6
Stephanie Smith,stephanie.smith@gmail.com,2013-06-08,0,Particular,Particular,1,1,1,903.59,2,2013-07-08,7
Stephanie Smith,stephanie.smith@gmail.com,2013-06-08,0,Particular,Particular,1,1,1,903.59,2,2013-08-08,8
Stephanie Smith,stephanie.smith@gmail.com,2013-06-08,0,Particular,Particular,1,1,1,903.59,2,2013-09-08,9
Stephanie Smith,stephanie.smith@gmail.com,2013-06-08,0,Particular,Particular,1,1,1,903.59,2,2013-10-08,10
Stephanie Smith,stephanie.smith@gmail.com,2013-06-08,0,Particular,Particular,1,1,1,903.59,2,2013-11-08,11
Stephanie Smith,stephanie.smith@gmail.com,2013-06-08,0,Particular,Particular,1,1,1,903.59,2,2013-12-08,12
Stephanie Smith,stephanie.smith@gmail.com,2013-06-08,0,Particular,Particular,1,1,1,903.59,2,2014-01-08,1
Stephanie Smith,stephanie.smith@gmail.com,2013-06-08,0,Particular,Particular,1,1,1,903.59,2,2014-02-08,2
Stephanie Smith,stephanie.smith@gmail.com,2013-06-08,0,Particular,Particular,1,1,1,903.59,2,2014-03-08,3
Stephanie Smith,stephanie.smith@gmail.com,2013-06-08,0,Particular,Particular,1,1,1,903.59,2,2014-04-08,4
Stephanie Smith,stephanie.smith@gmail.com,2013-06-08,0,Particular,Particular,1,1,1,903.59,2,2014-05-08,5
Stephanie Smith,stephanie.smith@gmail.com,2013-06-08,0,Particular,Particular,1,1,1,903.59,2,2014-06-08,6
Stephanie Smith,stephanie.smith@gmail.com,2013-06-08,0,Particular,Particular,1,1,1,903.59,2,2014-07-08,7
Stephanie Smith,stephanie.smith@gmail.com,2013-06-08,0,Particular,Particular,1,1,1,903.59,2,2014-08-08,8
Mr. Jason Herrera,mr. jason herrera.@gmail.com,2016-06-30,0,Particular,Particular,1,1,1,9035.86,3,2016-06-30,6
Mr. Jason Herrera,mr. jason herrera.@gmail.com,2016-06-30,0,Particular,Particular,1,1,1,9035.86,3,2016-07-30,7
Mr. Jason Herrera,mr. jason herrera.@gmail.com,2016-06-30,0,Particular,Particular,1,1,1,9035.86,3,2016-08-30,8
Mr. Jason Herrera,mr. jason herrera.@gmail.com,2016-06-30,0,Particular,Particular,1,1,1,9035.86,3,2016-09-30,9
Mr. Jason Herrera,mr. jason herrera.@gmail.com,2016-06-30,0,Particular,Particular,1,1,1,9035.86,3,2016-10-30,10
Mr. Jason Herrera,mr. jason herrera.@gmail.com,2016-06-30,0,Particular,Particular,1,1,1,9035.86,3,2016-11-30,11
Mr. Jason Herrera,mr. jason herrera.@gmail.com,2016-06-30,0,Particular,Particular,1,1,1,9035.86,3,2016-12-30,12
Mr. Jason Herrera,mr. jason herrera.@gmail.com,2016-06-30,0,Particular,Particular,1,1,1,9035.86,3,2017-01-30,1
Mr. Jason Herrera,mr. jason herrera.@gmail.com,2016-06-30,0,Particular,Particular,1,1,1,9035.86,3,2017-02-28,2
Ashley Gentry,ashley.gentry@gmail.com,2009-03-01,0,Particular,Particular,1,1,1,903.59,3,2009-03-01,3
Ashley Gentry,ashley.gentry@gmail.com,2009-03-01,0,Particular,Particular,1,1,1,903.59,3,2009-04-01,4
Ashley Gentry,ashley.gentry@gmail.com,2009-03-01,0,Particular,Particular,1,1,1,903.59,3,2009-05-01,5
Ashley Gentry,ashley.gentry@gmail.com,2009-03-01,0,Particular,Particular,1,1,1,903.59,3,2009-06-01,6
Ashley Gentry,ashley.gentry@gmail.com,2009-03-01,0,Particular,Particular,1,1,1,903.59,3,2009-07-01,7
Ashley Gentry,ashley.gentry@gmail.com,2009-03-01,0,Particular,Particular,1,1,1,903.59,3,2009-08-01,8
Ashley Gentry,ashley.gentry@gmail.com,2009-03-01,0,Particular,Particular,1,1,1,903.59,3,2009-09-01,9
Ashley Gentry,ashley.gentry@gmail.com,2009-03-01,0,Particular,Particular,1,1,1,903.59,3,2009-10-01,10
Ashley Gentry,ashley.gentry@gmail.com,2009-03-01,0,Particular,Particular,1,1,1,903.59,3,2009-11-01,11
Ashley Gentry,ashley.gentry@gmail.com,2009-03-01,0,Particular,Particular,1,1,1,903.59,3,2009-12-01,12
Ashley Gentry,ashley.gentry@gmail.com,2009-03-01,0,Particular,Particular,1,1,1,903.59,3,2010-01-01,1
Ashley Gentry,ashley.gentry@gmail.com,2009-03-01,0,Particular,Particular,1,1,1,903.59,3,2010-02-01,2
Ashley Gentry,ashley.gentry@gmail.com,2009-03-01,0,Particular,Particular,1,1,1,903.59,3,2010-03-01,3
Ashley Gentry,ashley.gentry@gmail.com,2009-03-01,0,Particular,Particular,1,1,1,903.59,3,2010-04-01,4
Ashley Gentry,ashley.gentry@gmail.com,2009-03-01,0,Particular,Particular,1,1,1,903.59,3,2010-05-01,5
Terri Pope,terri.pope@gmail.com,2020-07-10,0,Particular,Particular,1,1,1,8132.27,1,2020-07-10,7
Terri Pope,terri.pope@gmail.com,2020-07-10,0,Particular,Particular,1,1,1,8132.27,1,2020-08-10,8
Terri Pope,terri.pope@gmail.com,2020-07-10,0,Particular,Particular,1,1,1,8132.27,1,2020-09-10,9
Terri Pope,terri.pope@gmail.com,2020-07-10,0,Particular,Particular,1,1,1,8132.27,1,2020-10-10,10
Terri Pope,terri.pope@gmail.com,2020-07-10,0,Particular,Particular,1,1,1,8132.27,1,2020-11-10,11
Terri Pope,terri.pope@gmail.com,2020-07-10,0,Particular,Particular,1,1,1,8132.27,1,2020-12-10,12
Terri Pope,terri.pope@gmail.com,2020-07-10,0,Particular,Particular,1,1,1,8132.27,1,2021-01-10,1
Terri Pope,terri.pope@gmail.com,2020-07-10,0,Particular,Particular,1,1,1,8132.27,1,2021-02-10,2
Terri Pope,terri.pope@gmail.com,2020-07-10,0,Particular,Particular,1,1,1,8132.27,1,2021-03-10,3
Terri Pope,terri.pope@gmail.com,2020-07-10,0,Particular,Particular,1,1,1,8132.27,1,2021-04-10,4
Terri Pope,terri.pope@gmail.com,2020-07-10,0,Particular,Particular,1,1,1,8132.27,1,2021-05-10,5
Terri Pope,terri.pope@gmail.com,2020-07-10,0,Particular,Particular,1,1,1,8132.27,1,2021-06-10,6
Terri Pope,terri.pope@gmail.com,2020-07-10,0,Particular,Particular,1,1,1,8132.27,1,2021-07-10,7
Terri Pope,terri.pope@gmail.com,2020-07-10,0,Particular,Particular,1,1,1,8132.27,1,2021-08-10,8
Terri Pope,terri.pope@gmail.com,2020-07-10,0,Particular,Particular,1,1,1,8132.27,1,2021-09-10,9
Terri Pope,terri.pope@gmail.com,2020-07-10,0,Particular,Particular,1,1,1,8132.27,1,2021-10-10,10
Harold Davis,harold.davis@gmail.com,2008-12-08,0,Particular,Particular,1,1,1,90.36,1,2008-12-08,12
Harold Davis,harold.davis@gmail.com,2008-12-08,0,Particular,Particular,1,1,1,90.36,1,2009-01-08,1
Harold Davis,harold.davis@gmail.com,2008-12-08,0,Particular,Particular,1,1,1,90.36,1,2009-02-08,2
Harold Davis,harold.davis@gmail.com,2008-12-08,0,Particular,Particular,1,1,1,90.36,1,2009-03-08,3
Harold Davis,harold.davis@gmail.com,2008-12-08,0,Particular,Particular,1,1,1,90.36,1,2009-04-08,4
Harold Davis,harold.davis@gmail.com,2008-12-08,0,Particular,Particular,1,1,1,90.36,1,2009-05-08,5
Harold Davis,harold.davis@gmail.com,2008-12-08,0,Particular,Particular,1,1,1,90.36,1,2009-06-08,6
Harold Davis,harold.davis@gmail.com,2008-12-08,0,Particular,Particular,1,1,1,90.36,1,2009-07-08,7
Harold Davis,harold.davis@gmail.com,2008-12-08,0,Particular,Particular,1,1,1,90.36,1,2009-08-08,8
Harold Davis,harold.davis@gmail.com,2008-12-08,0,Particular,Particular,1,1,1,90.36,1,2009-09-08,9
Harold Davis,harold.davis@gmail.com,2008-12-08,0,Particular,Particular,1,1,1,90.36,1,2009-10-08,10
Harold Davis,harold.davis@gmail.com,2008-12-08,0,Particular,Particular,1,1,1,90.36,1,2009-11-08,11
Harold Davis,harold.davis@gmail.com,2008-12-08,0,Particular,Particular,1,1,1,90.36,1,2009-12-08,12
Harold Davis,harold.davis@gmail.com,2008-12-08,0,Particular,Particular,1,1,1,90.36,1,2010-01-08,1
Harold Davis,harold.davis@gmail.com,2008-12-08,0,Particular,Particular,1,1,1,90.36,1,2010-02-08,2
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2009-03-03,3
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2009-04-03,4
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2009-05-03,5
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2009-06-03,6
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2009-07-03,7
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2009-08-03,8
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2009-09-03,9
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2009-10-03,10
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2009-11-03,11
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2009-12-03,12
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2010-01-03,1
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2010-02-03,2
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2010-03-03,3
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2010-04-03,4
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2010-05-03,5
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2010-06-03,6
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2010-07-03,7
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2010-08-03,8
Paul Nicholson,paul.nicholson@gmail.com,2009-03-03,0,Particular,Particular,1,1,1,8132.27,2,2010-09-03,9
Kelli Greene,kelli.greene@gmail.com,2019-11-08,0,Particular,Particular,1,1,1,3162.55,1,2019-11-08,11
Kelli Greene,kelli.greene@gmail.com,2019-11-08,0,Particular,Particular,1,1,1,3162.55,1,2019-12-08,12
Kelli Greene,kelli.greene@gmail.com,2019-11-08,0,Particular,Particular,1,1,1,3162.55,1,2020-01-08,1
Kelli Greene,kelli.greene@gmail.com,2019-11-08,0,Particular,Particular,1,1,1,3162.55,1,2020-02-08,2
Kelli Greene,kelli.greene@gmail.com,2019-11-08,0,Particular,Particular,1,1,1,3162.55,1,2020-03-08,3
Kelli Greene,kelli.greene@gmail.com,2019-11-08,0,Particular,Particular,1,1,1,3162.55,1,2020-04-08,4
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2010-10-17,10
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2010-11-17,11
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2010-12-17,12
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2011-01-17,1
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2011-02-17,2
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2011-03-17,3
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2011-04-17,4
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2011-05-17,5
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2011-06-17,6
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2011-07-17,7
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2011-08-17,8
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2011-09-17,9
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2011-10-17,10
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2011-11-17,11
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2011-12-17,12
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2012-01-17,1
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2012-02-17,2
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2012-03-17,3
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2012-04-17,4
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2012-05-17,5
Juan Allen,juan.allen@gmail.com,2010-10-17,0,Particular,Particular,1,1,1,3162.55,3,2012-06-17,6
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,Particular,Particular,1,1,1,6325.1,2,2021-07-08,7
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,Particular,Particular,1,1,1,6325.1,2,2021-08-08,8
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,Particular,Particular,1,1,1,6325.1,2,2021-09-08,9
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,Particular,Particular,1,1,1,6325.1,2,2021-10-08,10
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,Particular,Particular,1,1,1,6325.1,2,2021-11-08,11
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,Particular,Particular,1,1,1,6325.1,2,2021-12-08,12
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,Particular,Particular,1,1,1,6325.1,2,2022-01-08,1
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,Particular,Particular,1,1,1,6325.1,2,2022-02-08,2
Daniel Johnson,daniel.johnson@gmail.com,2021-07-08,0,Particular,Particular,1,1,1,6325.1,2,2022-03-08,3
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,Particular,Particular,1,1,1,8132.27,1,2018-11-16,11
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,Particular,Particular,1,1,1,8132.27,1,2018-12-16,12
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,Particular,Particular,1,1,1,8132.27,1,2019-01-16,1
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,Particular,Particular,1,1,1,8132.27,1,2019-02-16,2
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,Particular,Particular,1,1,1,8132.27,1,2019-03-16,3
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,Particular,Particular,1,1,1,8132.27,1,2019-04-16,4
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,Particular,Particular,1,1,1,8132.27,1,2019-05-16,5
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,Particular,Particular,1,1,1,8132.27,1,2019-06-16,6
Tiffany Bell,tiffany.bell@gmail.com,2018-11-16,0,Particular,Particular,1,1,1,8132.27,1,2019-07-16,7
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,Particular,Particular,1,1,1,3162.55,1,2022-06-25,6
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,Particular,Particular,1,1,1,3162.55,1,2022-07-25,7
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,Particular,Particular,1,1,1,3162.55,1,2022-08-25,8
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,Particular,Particular,1,1,1,3162.55,1,2022-09-25,9
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,Particular,Particular,1,1,1,3162.55,1,2022-10-25,10
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,Particular,Particular,1,1,1,3162.55,1,2022-11-25,11
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,Particular,Particular,1,1,1,3162.55,1,2022-12-25,12
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,Particular,Particular,1,1,1,3162.55,1,2023-01-25,1
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,Particular,Particular,1,1,1,3162.55,1,2023-02-25,2
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,Particular,Particular,1,1,1,3162.55,1,2023-03-25,3
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,Particular,Particular,1,1,1,3162.55,1,2023-04-25,4
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,Particular,Particular,1,1,1,3162.55,1,2023-05-25,5
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,Particular,Particular,1,1,1,3162.55,1,2023-06-25,6
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,Particular,Particular,1,1,1,3162.55,1,2023-07-25,7
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,Particular,Particular,1,1,1,3162.55,1,2023-08-25,8
Edward Castaneda,edward.castaneda@gmail.com,2022-06-25,0,Particular,Particular,1,1,1,3162.55,1,2023-09-25,9
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,Particular,Particular,1,1,1,4517.93,3,2011-02-06,2
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,Particular,Particular,1,1,1,4517.93,3,2011-03-06,3
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,Particular,Particular,1,1,1,4517.93,3,2011-04-06,4
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,Particular,Particular,1,1,1,4517.93,3,2011-05-06,5
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,Particular,Particular,1,1,1,4517.93,3,2011-06-06,6
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,Particular,Particular,1,1,1,4517.93,3,2011-07-06,7
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,Particular,Particular,1,1,1,4517.93,3,2011-08-06,8
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,Particular,Particular,1,1,1,4517.93,3,2011-09-06,9
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,Particular,Particular,1,1,1,4517.93,3,2011-10-06,10
Benjamin Little,benjamin.little@gmail.com,2011-02-06,0,Particular,Particular,1,1,1,4517.93,3,2011-11-06,11
